anuncio,valor_cop,tipo,city,Ciudad,Estado,area,Cuartos,bano,habitaciones
"Desde $ 334.800.000

Apartamento en Los cardonales, Santa marta, Magdalena

Unidades desde:

1 Hab
2 Baños
46.49 m²
Coralina Sunset, Apartamento En Venta En Los Cardonales, Santa Marta

Nuevo proyecto de apartamentos con normatividad turística, Un proyecto Exclusivo y Sofisticado para disfrutar, rentar y ganar!. Apartamentos ideales para descansar en tus vacaciones y rentar por estancias cortas en Airbnb, booking y otros medios para generar ingresos; con Rooftop, todas las amenidades de un gran hotel y cerca a las 4 principales playas de Santa Marta.

Contactar
Llamar
Whatsapp",334800000,Apartamento,Santa marta,Los cardonales,Magdalena,46.49,2,,1
"Desde $ 788.800.000

Casa en Vista hermosa sur, Santa marta, Magdalena
4 Habs.
4 Baños
143.32 m²
Reserva El Cortijo Suite House, Apartamento En Venta En Vista Hermosa Sur, Santa Marta

Reserva del Cortijo es un proyecto de 132 casas desarrollado por etapas en un terreno de 49.000 Mt2, ubicado en una zona de alta valorización de Santa Marta. La primera etapa esta compuesto de 31 casas y la segunda esta conformada de 41 casas, no adosadas con jardín interior propio. Las casas son de dos pisos diseñado con altos estándares de calidad y confort, teniendo en cuenta la arquitectura bioclimática y la sostenibilidad del proyecto.

Contactar
Llamar
Whatsapp",788800000,Casa,Santa marta,Vista hermosa sur,Magdalena,143.32,4,,4
"Desde $ 175.500.000

Apartamento en Cerro san fernando, Santa marta, Magdalena
3 Habs.
2 Baños
62.1 m²
Venecia Central, Apartamento En Venta En Cerro San Fernando, Santa Marta

ULTIMAS UNIDADES DISPONIBLES en VENECIA CENTRAL un conjunto residencial estrato 3, con múltiples amenidades como: Cancha Fútbol 5, Piscinas, Parque Infantil, Salón Social y BBQ. Esta compuesto por 2 etapas, con acabados y sin acabados. Sólo tenemos apartamentos disponibles en la segunda etapa sin acabados de 62.1

Contactar
Llamar
Whatsapp",175500000,Apartamento,Santa marta,Cerro san fernando,Magdalena,62.1,2,,3
"Desde $ 312.590.000

Apartamento en Monserrate, Santa rosa de cabal, Risaralda

Unidades desde:

2 Habs.
2 Baños
68 m²
Miramonte, Apartamento En Venta En Monserrate, Santa Rosa De Cabal

MIRAMONTE es una torre de apartamentos con 35 unidades de 2 y 3 alcobas, cada una con parqueadero cubierto. Destacan por sus espacios eficientes y vistas panorámicas, así como por sus acabados de calidad y bajos costos de mantenimiento. Ofrece zonas comunes como gimnasio, salón social con zona BBQ, oficina de administración, planta eléctrica, shut de basuras y portería. Ubicado en el exclusivo barrio Monserrate Casas de Santa Rosa de Cabal, es ideal para quienes valoran la privacidad, disfrutan de amplios espacios y aprecian la tranquilidad y belleza natural. El proyecto, actualmente sobre planos, tiene fecha de entrega para noviembre de 2025.

Contactar
Llamar
Whatsapp",312590000,Apartamento,Santa rosa de cabal,Monserrate,Risaralda,68,2,,2
"Desde $ 170.820.000

Apartamento en Zona industrial santa ana, Soacha, Cundinamarca

Unidades desde:

2 Habs.
2 Baños
48.07 m²
Torres De Sohá, Apartamento En Venta En Zona Industrial Santa Ana, Soacha

Vive en una comunidad exclusiva de 312 Apartamentos con la seguridad de un conjunto cerrado a 3 cuadras de la autopista sur. Apartamentos VIS en Soacha de 2 y 3 alcobas, sala comedor, cocina, dos baños y hall de alcobas con espacio para estudio. Es un proyecto compuesto de 13 torres de 6 pisos de altura y 4 apartamentos por piso. Zonas comunes para para disfrutar en familia como Gimnasio semi dotado, Guardería y parque infantil, Salón social y zona pet. Vive en un espacio diseñado para vivir en comunidad sin tanta densidad donde podrás crear los mejores recuerdos junto a tu familia y amigos. A pocas cuadras de la Autopista del Sur y a pocos minutos de Centros comerciales como Mercurio, Gran Plaza Soacha y Ventura Terreros.

Contactar",170820000,Apartamento,Soacha,Zona industrial santa ana,Cundinamarca,48.07,2,,2
"Desde $ 220.000.000

Apartamento en Ciudad verde, Soacha, Cundinamarca

Unidades desde:

2 Habs.
1 Baño
62.5 m²
Portal Del Aliso, Apartamento En Venta En Ciudad Verde, Soacha

En Portal del Aliso, un mega proyecto de 432 unidades y 12 pisos de altura podrás comprar tu nuevo apartamento de dos o tres alcobas, un baño con opción de un 2do. La habitación principal con walking closet. Espacios muy bien iluminados. Zonas comunes: Cancha múltiple, zona pet, sendero trote, zona juegos infantiles y amplias zonas comunales (edificio salón comunal). Separa tu apartamento con $700.000 y paga tu cuota inicial en 15 o 27 meses. Conoce nuestra unidad modelo, te asesoramos en todos los trámites relacionados con tu compra.

Contactar
Llamar
Whatsapp",220000000,Apartamento,Soacha,Ciudad verde,Cundinamarca,62.5,1,,2
"Desde $ 232.300.000

Apartamento en Ciudad verde, Soacha, Cundinamarca
2 Habs.
1 Baño
56 m²
Cayena Iv, Apartamento En Venta En Ciudad Verde, Soacha

Cayena IV es un proyecto TOPE VIS (Vivienda de Interés Social) que Amarilo ha diseñado pensando en tu comodidad y bienestar. Las unidades de vivienda están distribuidas en torres modernas, con área total construida de 56 m² en obra gris, lo que te permitirá personalizar tu espacio como siempre lo has imaginado. Este es el último proyecto de la serie Cayena, que ha sido altamente exitoso en ventas. Su diseño eficiente y funcional te ofrece espacios amplios para que disfrutes de tu hogar en familia. Además, contarás con parqueaderos comunales y zonas verdes que complementarán tu experiencia para que vivas en un lugar tranquilo y seguro. Las viviendas están diseñadas para adaptarse a las necesidades de familias jóvenes y personas que buscan hacer su primera inversión en vivienda.

Contactar
Llamar",232300000,Apartamento,Soacha,Ciudad verde,Cundinamarca,56,1,,2
"Desde $ 232.300.000

Apartamento en Ciudad verde, Soacha, Cundinamarca
2 Habs.
1 Baño
56 m²
Cayena Iv, Apartamento En Venta En Ciudad Verde, Soacha

Cayena IV es un proyecto TOPE VIS (Vivienda de Interés Social) que Amarilo ha diseñado pensando en tu comodidad y bienestar. Las unidades de vivienda están distribuidas en torres modernas, con área total construida de 56 m² en obra gris, lo que te permitirá personalizar tu espacio como siempre lo has imaginado. Este es el último proyecto de la serie Cayena, que ha sido altamente exitoso en ventas. Su diseño eficiente y funcional te ofrece espacios amplios para que disfrutes de tu hogar en familia. Además, contarás con parqueaderos comunales y zonas verdes que complementarán tu experiencia para que vivas en un lugar tranquilo y seguro. Las viviendas están diseñadas para adaptarse a las necesidades de familias jóvenes y personas que buscan hacer su primera inversión en vivienda.

Contactar
Llamar",232300000,Apartamento,Soacha,Ciudad verde,Cundinamarca,56,1,,2
"Desde $ 195.000.000

Apartamento en Ciudad verde, Soacha, Cundinamarca
2 Habs.
2 Baños
53.95 m²
Alcaparro, Apartamento En Venta En Ciudad Verde, Soacha

El conjunto residencial ALCAPARRO hace parte de Ciudad Verde, en el municipio de Soacha, Cundinamarca, este es un proyecto de Vivienda de Interés Social que cuenta en sus alrededores con zonas verdes, parques, alamedas, plazoletas, ciclorutas, vías de acceso, comercio, instituciones educativas, centros de salud y otros beneficios que hacen de este lugar, una gran opción para vivir. ALCAPARRO está compuesto por 26 torres de 6 pisos con 4 apartamentos por piso, además cuenta con un edificio dedicado a los servicios comunales del conjunto.

Contactar
Llamar
Whatsapp",195000000,Apartamento,Soacha,Ciudad verde,Cundinamarca,53.95,2,,2
"Desde $ 189.000.000

Apartamento en Rincon de santafe, Soacha, Cundinamarca

Unidades desde:

3 Habs.
1 Baño
57.9 m²
Portal De Los Cerezos, Apartamento En Venta En Rincon De Santafe, Soacha

¡ULTIMAS UNIDADES!!!! Portal de los Cerezos es un proyecto de apartamentos VIS, conjunto cerrado compuesto por torres de 12 pisos con ascensor, parqueaderos comunales, salón social, plazoleta comercial, cancha volleybal, zona infantil y zonas verdes. Ubicado en la mejor locación del municipio de Soacha, rodeado de centros comerciales como Mercurio, Ventura Terreros y Gran Plaza, 4 vías principales de acceso como son: Autopista Sur, Avenida Terreros, Avenida Potrero Grande y futura Avenida Las Torres, cerca de la clínica Avidanti, zonas verdes y tiendas de conveniencia. Te ofrecemos apartamentos de 3 alcobas y un baño, con opción de segundo baño, sala comedor, cocina abierta y zona de lavandería. Pregunta por nuestro bono de muros estucados. Encuentra nuestra sala de ventas sobre la paralela de la Autopista Sur y a pocos metros del Centro Comercial Mercurio, nos identificas por las banderas verde manzana. Precio de venta $189.000.000 si escrituras maximo 17 de diciembre 2025 Precio de venta $199.000.000 si escrituras maximo el 20 de mayo 2026 *Consulta términos y condiciones :https://lossauces.net/proyecto/portal-de-los-cerezos/

Contactar
Llamar
Whatsapp",189000000,Apartamento,Soacha,Rincon de santafe,Cundinamarca,57.9,1,,3
"Desde $ 189.000.000

Apartamento en Rincon de santafe, Soacha, Cundinamarca

Unidades desde:

3 Habs.
1 Baño
57.9 m²
Portal De Los Cerezos, Apartamento En Venta En Rincon De Santafe, Soacha

¡ULTIMAS UNIDADES!!!! Portal de los Cerezos es un proyecto de apartamentos VIS, conjunto cerrado compuesto por torres de 12 pisos con ascensor, parqueaderos comunales, salón social, plazoleta comercial, cancha volleybal, zona infantil y zonas verdes. Ubicado en la mejor locación del municipio de Soacha, rodeado de centros comerciales como Mercurio, Ventura Terreros y Gran Plaza, 4 vías principales de acceso como son: Autopista Sur, Avenida Terreros, Avenida Potrero Grande y futura Avenida Las Torres, cerca de la clínica Avidanti, zonas verdes y tiendas de conveniencia. Te ofrecemos apartamentos de 3 alcobas y un baño, con opción de segundo baño, sala comedor, cocina abierta y zona de lavandería. Pregunta por nuestro bono de muros estucados. Encuentra nuestra sala de ventas sobre la paralela de la Autopista Sur y a pocos metros del Centro Comercial Mercurio, nos identificas por las banderas verde manzana. Precio de venta $189.000.000 si escrituras maximo 17 de diciembre 2025 Precio de venta $199.000.000 si escrituras maximo el 20 de mayo 2026 *Consulta términos y condiciones :https://lossauces.net/proyecto/portal-de-los-cerezos/

Contactar
Llamar
Whatsapp",189000000,Apartamento,Soacha,Rincon de santafe,Cundinamarca,57.9,1,,3
"Desde $ 195.000.000

Apartamento en Ciudad verde, Soacha, Cundinamarca
2 Habs.
2 Baños
62.4 m²
Fresno, Apartamento En Venta En Ciudad Verde, Soacha

Ubicado en la gran Ciudad Verde de Soacha, cerca a centros comerciales, colegios, grandes ciclorrutas, estaciones de policía, zonas verdes y vías pavimentadas. Apartamentos desde 62 mts con tres habitaciones y dos baños con balcón. Una oportunidad de vivienda imperdible.

Contactar
Llamar
Whatsapp",195000000,Apartamento,Soacha,Ciudad verde,Cundinamarca,62.4,2,,2
"Desde $ 195.000.000

Apartamento en Ciudad verde, Soacha, Cundinamarca
2 Habs.
2 Baños
62.4 m²
Fresno, Apartamento En Venta En Ciudad Verde, Soacha

Ubicado en la gran Ciudad Verde de Soacha, cerca a centros comerciales, colegios, grandes ciclorrutas, estaciones de policía, zonas verdes y vías pavimentadas. Apartamentos desde 62 mts con tres habitaciones y dos baños con balcón. Una oportunidad de vivienda imperdible.

Contactar
Llamar
Whatsapp",195000000,Apartamento,Soacha,Ciudad verde,Cundinamarca,62.4,2,,2
"Desde $ 229.070.000

Apartamento en Las marinas, Soledad, Atlantico
2 Habs.
1 Baño
46 m²
Solario, Apartamento En Venta En Las Marinas, Soledad

¡Beneficios Especiales,Únicamente para proyectos y tipologías seleccionadas.! *Aplica TERMINOS Y CONDICIONES. Solario es un proyecto ubicado en una zona de alto desarrollo urbano en Soledad, al sur oriente de la ciudad con acceso a importantes vías. Está diseñado estratégicamente para que cada persona, encuentre lo que necesita sin salir de casa; tendrá además, una amplía zona comercial con cercanía al Centro Comercial Gran Plaza del Sol, el Colegio Nuestra Señora de Fátima y el Hospital Universitario del Norte. Internamente tendremos beneficios como, club house, zona de juegos, zonas verdes, piscina.

Contactar
Llamar
Whatsapp",229070000,Apartamento,Soledad,Las marinas,Atlantico,46,1,,2
"Desde $ 172.750.000

Apartamento en Estadio, Soledad, Atlantico

Unidades desde:

2 Habs.
1 Baño
43.7 m²
Corozo, Apartamento En Venta En Estadio, Soledad

Corozo es un proyecto multifamiliar destinado a vivienda VIS y VIP, se encuentra ubicado en el desarrollo urbanístico San Antonio, ciudad residencial, localizado en el municipio de Soledad, Atlántico. Contará con 31 torres de 5 pisos de altura, tendrá 620 unidades de vivienda con áreas entre 43m2 y 50m2 aproximadamente, además cuenta con edificaciones de 1 piso destinadas a servicios comunales, portería y basuras. Como dotación en los espacios comunales tendrá portería de control vehicular y peatonal, cuarto de manejo de basuras, salón comunal y parque infantil, espacio para niños, subestación eléctrica, tanque de reserva de agua para atender las unidades de vivienda, piscina para adultos y niños, servicios de piscina y cancha recreativa.

Contactar
Llamar
Whatsapp",172750000,Apartamento,Soledad,Estadio,Atlantico,43.7,1,,2
"Desde $ 127.400.000

Apartamento en El manantial, Soledad, Atlantico

Unidades desde:

1 Hab
2 Baños
37.81 m²
Ciudad Del Parque Nukak, Apartamento En Venta En El Manantial, Soledad

El proyecto CIUDAD DEL PARQUE NUKAK consta de 680 apartamentos VIS, con áreas entre los 52.07m². aprox., en torres de 5 pisos, y un área total construida en vivienda de aproximadamente 34.000 m². Cuenta con 363 estacionamientos al interior del conjunto, de los cuales 227 son comunales para residentes y 136 para visitantes cumpliendo con la normativa legal vigente. El proyecto está planteado como un conjunto multifamiliar semi-cerrado, las zonas sociales están conformadas por la portería, zonas verdes y recreativas, zonas de servicios generales y técnicas, además 2 locales comerciales exteriores.

Contactar
Llamar
Whatsapp",127400000,Apartamento,Soledad,El manantial,Atlantico,37.81,2,,1
"Desde $ 162.920.000

Apartamento en Ub. portal de los manantiales, Soledad, Atlantico
1 Hab
2 Baños
37.81 m²
Ciudad Del Parque Bari, Apartamento En Venta En Ub. Portal De Los Manantiales, Soledad

Ciudad del Parque Bari se desarrolla en una zona de gran crecimiento urbanístico donde podrás disfrutar de ambientes naturales y cómodos espacios para el bienestar de tu familia. Como parte de la Nueva Soledad, el sector presenta una gran capacidad de valorización, con múltiples vías de acceso, cercano a varios espacios educativos y comerciales.

Contactar
Llamar
Whatsapp",162920000,Apartamento,Soledad,Ub. portal de los manantiales,Atlantico,37.81,2,,1
"Desde $ 174.200.000

Apartamento en El manantial, Soledad, Atlantico

Unidades desde:

2 Habs.
2 Baños
52.07 m²
Ciudad Del Parque Salamanca, Apartamento En Venta En El Manantial, Soledad

Soledad es un sector muy importante en el Caribe Colombiano por varías razones: es patrimonio cultural y artístico, es eje de desarrollo industrial, de vivienda y de bienestar. Este conjunto de razones y muchas más benefician a un nuevo conjunto de vivienda VIS en este sector: Ciudad del Parque Salamanca, un proyecto ideal para vivir o para invertir. Ciudad del Parque Salamanca, donde tu bienestar está en el mejor lugar, contempla 240 unidades de apartamentos distribuidos en 12 torres conformadas por modelos dobles de 4 apartamentos por piso con áreas desde 52,07 m².

Contactar
Llamar
Whatsapp",174200000,Apartamento,Soledad,El manantial,Atlantico,52.07,2,,2
"Desde $ 476.000.000

Lote en La violeta, Sopó, Cundinamarca

Unidades desde:

1500 m²
Condominio Campestre Montevioleta, Lote En Venta En La Violeta, Sopó

Sopo se ha consolidado como uno de los mejores lugares de la sabana de Bogotá para invertir gracias a su desarrollo sin dejar de lado su esencia natural. Nuestro proyecto es un lugar donde sus sueños están conectados con lo que usted necesita. Aquí encontrará donde satisfacer sus necesidades y gustos.

Contactar
Llamar
Whatsapp",476000000,Lote,Sopó,La violeta,Cundinamarca,1500,0,,p
"Desde $ 236.879.568

Apartamento en Centro Tocancipá, Tocancipá, Cundinamarca

Unidades desde:

2 Habs.
1 Baño
53.35 m²
Kuore-More, Apartamento En Venta En Centro Tocancipá, Tocancipá

Kuore – More: La Última Etapa VIS que Une Naturaleza y Conectividad en Tocancipá Conoce More, la fase final de Kuore, nuestro macroproyecto de apartamentos VIS en Tocancipá. Diseñado para ofrecerte bienestar, inversión segura y una vida rodeada de naturaleza, More se ubica a pocos minutos del centro municipal, con acceso privilegiado entre la Autopista Bogotá – Tunja y la vía principal de Tocancipá. ? Última etapa | Oportunidad irrepetible 280 apartamentos VIS con facilidades de financiación y subsidios aplicables. 3 habitaciones, un baño con posibilidad de otro en la habitación principal, hall de alcobas, sala comedor, cocina. (primer piso con patio y los de 4 y 5 nivel con balcón) Proyecto consolidado: únete a una comunidad establecida con servicios y amenidades. Alto potencial de valorización gracias al continuo desarrollo del área. ? Ubicación estratégica en Tocancipá Vivir en More es disfrutar de conexión y tranquilidad: Acceso inmediato a la Autopista Bogotá – Tunja, ideal para desplazarte a Bogotá o Boyacá. A minutos del centro de Tocancipá, comercio local, restaurantes y entretenimiento. Cercanía a centros de salud y colegios para tu tranquilidad familiar. A pasos de una reserva natural, perfecta para respirar aire puro y practicar actividades al aire libre.

Contactar
Llamar",236879568,Apartamento,Tocancipá,Centro Tocancipá,Cundinamarca,53.35,1,,2
"Desde $ 130.000.000

Lote en Bajo Ostion, Tubará, Atlantico
300 m²
Altos De La Riviera Reserva Campestre, Lote En Venta En Bajo Ostion, Tubará

Es proyecto urbanístico campestre, de lotes ubicado en la vía al mar Km21(Barranquilla Cartagena) a 7 minutos de playas como la marina de puerto velero, caño dulce y puerto Colombia, a tan solo 15 minutos del corredor universitario y prestigiosos colegios de barranquilla, a 20 minutos de centros comerciales como BUENA VISTA, PRICESMART, HOMECENTER y a 40 minutos de Cartagena de indias; son 190 lotes desde 300 m2 con áreas, alineamientos y uso del suelo ya definido.

Contactar
Llamar
Whatsapp",130000000,Lote,Tubará,Bajo Ostion,Atlantico,300,0,,p
"Desde $ 95.000.000

Lote en Bajo Ostion, Tubará, Atlantico
500 m²
Riviera De San Luis, Lote En Venta En Bajo Ostion, Tubará

Riviera de San Luis es un proyecto residencial ubicado en Bajo Ostión, Atlántico, una zona de alto crecimiento cerca de las playas de Puerto Colombia, Muelle 1988, universidades y a solo 50 minutos de Cartagena. Con 610 lotes desde 500 m² hasta 4.198 m², ofrece un diseño híbrido que integra naturaleza y urbanismo, sin cerramiento perimetral y con acceso único para el sector. Cuenta con amenidades como piscinas, canchas, senderos, zonas verdes, salón social y parque infantil. Pensado para familias, inversionistas y quienes buscan un estilo de vida sostenible cerca al mar, se desarrollará en 4 etapas con inicio de ventas en junio 2025 y entrega final prevista para junio 2030.

Contactar
Llamar
Whatsapp",95000000,Lote,Tubará,Bajo Ostion,Atlantico,500,0,,p
"Desde $ 143.556.300

Apartamento en Tunja, Tunja, Boyaca

Unidades desde:

1 Hab
1 Baño
27.56 m²
Oikos Panoramik, Apartamento En Venta En Tunja

Tu próximo apartamento está en Oikos Panoramik, una, dos y tres alcobas. Un proyecto de interés social en el norte de Tunja para vivir o invertir. Oikos Panoramik está compuesto por 11 torres de 12 pisos, en el cual se destacan zonas comunes para tu disfrute y de tu familia como: Zona para BBQ, parque infantil, gimnasio, espacio coworking, piscina. Su ubicación estratégica entre la Avenida Norte y la Calle 74 te permitirá además de tener una maravillosa vista, vivir en un entorno natural y armonioso. **PRECIO HASTA 135 SMMLV DEL AÑO DE ESCRITURACION. APLICA SUBSIDIOS DE CAJA DE COMPENSACIÓN

Contactar
Llamar
Whatsapp",143556300,Apartamento,Tunja,Tunja,Boyaca,27.56,1,,1
"Desde $ 234.900.000

Apartaestudio en Colombia

Unidades desde:

1 Hab
1 Baño
20.01 m²
Apartaestudio En Venta

Urban 72 Apartaestudios, un proyecto para invertir en la zona con mejor proyección de valorización de toda la capital. Apartaestudios con subsidio de caja de compensación, con balcón, con acabados y con permiso para rentas cortas.

Contactar
Llamar
Whatsapp",234900000,Apartaestudio,un proyecto para invertir," Colombia

Unidades desde:

1 Hab
1 Baño
20.01 m²
Apartaestudio En Venta

Urban 72 Apartaestudios",,20.01,1,,1
"Desde $ 206.720.000

Apartamento en Los mayales, Valledupar, Cesar
2 Habs.
1 Baño
57 m²
Cadiz, Apartamento En Venta En Los Mayales, Valledupar

Cádiz es nuestro nuevo proyecto de vivienda en Valledupar: apartamentos TOPE VIS con una ubicación privilegiada, la calidad Amarilo y zonas comunes excepcionales; todo pensado para que vivas en el hogar de tus sueños. Este proyecto llega a Valledupar como el más reciente capítulo en nuestra historia de éxitos inmobiliarios en la ciudad, siguiendo la estela de desarrollos aclamados como Entresierras, Valparaíso y Niza.

Contactar
Llamar",206720000,Apartamento,Valledupar,Los mayales,Cesar,57,1,,2
"Desde $ 192.172.500

Apartamento en Los mayales, Valledupar, Cesar
2 Habs.
1 Baño
57 m²
Niza, Apartamento En Venta En Los Mayales, Valledupar

Últimas unidades Niza es un proyecto tope VIS ubicado en la urbanización Los Mayales, al sur oriente del municipio de Valledupar. El proyecto se desarrollará en un sector tradicional de vivienda, cercano al centro comercial Los Mayales y el parque Los Algarrobillos. El proyecto está compuesto por 9 torres de 11 pisos destinadas a vivienda, para un total de 396 apartamentos con áreas de 57 m2, incluido el balcón.

Contactar
Llamar
Whatsapp",192172500,Apartamento,Valledupar,Los mayales,Cesar,57,1,,2
"Desde $ 225.000.000

Lote en La loma, Villa del rosario, Norte de santander

Unidades desde:

300 m²
Platinum Zakura Reserva Campestre, Lote En Venta En La Loma, Villa Del Rosario

El proyecto Zakura Reserva Campestre conformado por conjuntos residenciales: Green, Gold, Silver, Platinum y Titanium. Buscando espacios aptos para el confort habitacional a través de un ambiente Zen, para recrear un estilo de vida rodeado de elementos naturales que ayudan a la tranquilidad del hogar. El lote se encuentra ubicado al costado Nor-oriental de la vía que conduce a San Antonio del Táchira junta a Lomita Nueva. Su Cuarta etapa Platinum.

Contactar
Llamar
Whatsapp",225000000,Lote,Villa del rosario,La loma,Norte de santander,300,0,,p
"Desde $ 209.000.000

Apartamento en Caños negros, Villavicencio, Meta

Unidades desde:

2 Habs.
1 Baño
57 m²
Marama, Apartamento En Venta En Caños Negros, Villavicencio

Vive la Naturaleza y el Confort en Villavicencio Conoce Maramá, un proyecto de 448 apartamentos VIS en Villavicencio que fusiona entorno natural y amenidades tipo resort. Conformado por tres torres de 14 pisos —cada una con ascensor— Maramá está pensado para quienes buscan calidad de vida, inversión con alta valorización y un estilo de vida conectado a la naturaleza. ? Un club house para disfrutar cada día Piscina para adultos y piscina para niños: diversión y relax para toda la familia. Sport bar: tu punto de encuentro para ver eventos deportivos y socializar. Salón social: celebra tus momentos especiales sin salir de casa. Terraza BBQ y zona de hamacas: comparte recuerdos inolvidables al aire libre. Parque infantil: espacio seguro para que los más pequeños crezcan felices. ? Entorno verde y sostenible Amplias zonas verdes que invitan a caminar, respirar aire puro y conectar con la naturaleza. Diseño arquitectónico que maximiza iluminación y ventilación natural, reduciendo costos y huella ambiental. ? Torres modernas y accesibles 14 pisos por torre con ascensor para tu comodidad diaria. Construcción avanzada para garantizar durabilidad, seguridad y eficiencia.

Contactar
Llamar
Whatsapp",209000000,Apartamento,Villavicencio,Caños negros,Meta,57,1,,2
"Desde $ 1.092.580.000

Apartamento en Esperanza 8, Villavicencio, Meta

Unidades desde:

3 Habs.
3 Baños
134.81 m²
Santa Maria Del Buque, Apartamento En Venta En Esperanza 8, Villavicencio

Nuevo lanzamiento SANTA MARIA DEL BUQUE, es un proyecto residencial de apartamentos ubicado en el barrio el Buque, en la ciudad de Villavicencio Meta, en un sector exclusivo rodeado de zonas verdes, tiene facilidades de vías de acceso como la carrera 40 y la calle 15. En Santa María del Buque tendrás todo lo que necesitas, colegios, clínica, importantes centros de distribución como el Éxito y Home Center, adicionalmente está cerca de centros comerciales como primavera urbana. Sus zonas sociales darán espacios de esparcimiento para toda la familia. En este proyecto encontraras apartamentos con acabados de ultima tendencia que adicional podrás personalizar como más te guste, sus áreas van desde las 97 m2 hasta los 172 m2. Dirección: Cra. 44 – Esquina Cll 14, 200 mts al norte del Colegio Neil Armstrong (Barrio El Buque).

Contactar
Llamar
Whatsapp",1092580000,Apartamento,Villavicencio,Esperanza 8,Meta,134.81,3,,3
"Desde $ 346.653.000

Apartamento en Cr gratamira, Villavicencio, Meta

Unidades desde:

2 Habs.
2 Baños
59 m²
Prado Verde 2, Apartamento En Venta En Cr Gratamira, Villavicencio

El Proyecto de Vivienda Más que un simple proyecto inmobiliario en Villavicencio, Prado Verde 2 te ofrece comodidad y estilo. Cubriendo un área impresionante de más de cuarenta mil metros cuadrados, cuenta con un total de 564 unidades de vivienda distribuidas en torres estilizadas con unidades de vivienda con áreas entre 57 y 59 m². Estas torres se dividen en dieciséis, estructuras de seis pisos, todas con seis apartamentos por nivel, y una torre adicional de servicios comunales con un diseño único. Los interesados tendrán opciones entre apartamentos tradicionales y split, todos bajo el modelo NO VIS (No Vivienda de Interés Social), lo que garantiza calidad y exclusividad en cada rincón. La infraestructura no sería completa sin considerar los parqueaderos. Con 564 espacios destinados a los residentes y 71 adicionales para visitantes, la comodidad está garantizada.

Contactar
Llamar
Whatsapp",346653000,Apartamento,Villavicencio,Cr gratamira,Meta,59,2,,2
"Desde $ 195.000.000

Apartamento en Comuna 8, Villavicencio, Meta
2 Habs.
1 Baño
54 m²
Ikebana, Apartamento En Venta En Comuna 8, Villavicencio

Exito en ventas! PROYECTO VIS, ubicado a tan solo 5 min. de la Vía Bogotá -Villavicencio, rodeado de hermosas Reservas Naturales y cerca al C.C Hacienda Rosablanca. Conjunto cerrado de 6 Torres de 11 pisos, con 2 ascensores cada una. Tiempo de Entrega estimada para la primera torre 2025. Aplica a subsidios de la caja de compensación. Ten el privilegio de vivir en un entorno, con gran valorización y excelente ubicación. Cerca a Universidades y Colegios Campestres..

Contactar
Llamar
Whatsapp",195000000,Apartamento,Villavicencio,Comuna 8,Meta,54,1,,2
"Desde $ 989.000.000

Apartamento en Comuna 7, Villavicencio, Meta

Unidades desde:

3 Habs.
4 Baños
139.14 m²
Entrecerros, Apartamento En Venta En Comuna 7, Villavicencio

ENTRECERROS Excelente proyecto en lanzamiento, junto a la reserva forestal de buenavista, exclusivos apartamentos cerca a CC PRIMAVERA URBANA con todas las comodidades que su apartamento requiere. Torres de 12 Pisos con Ascensor, zonas comunes, parqueadero, piscina en una ubicación estratégica con vista a Villavicencio..

Contactar
Llamar
Whatsapp",989000000,Apartamento,Villavicencio,Comuna 7,Meta,139.14,4,,3
"Desde $ 458.000.000

Apartamento en Trapiche, Villavicencio, Meta

Unidades desde:

1 Hab
1 Baño
55 m²
El Trapiche, Apartamento En Venta En Trapiche, Villavicencio

Torre de apartamentos en la zona más exclusiva de Villavicencio. Único proyecto en venta del lugar, ubicado a pocas cuadras del C.C. Primavera Urbana, cerca a la salida hacia Bogotá, zona hotelera y comercial. Área residencial con todos los servicios de educación, comercio y restaurantes. Apartamentos con acabados y zonas sociales únicas. Última oportunidad para vivir en la mejor zona de la ciudad. *Los precios publicados están sujetos a cambios sin previo aviso por parte de la constructora.

Contactar
Llamar
Whatsapp",458000000,Apartamento,Villavicencio,Trapiche,Meta,55,1,,1
"Desde $ 152.338.000

Apartamento en Comuna 8, Villavicencio, Meta

Unidades desde:

1 Hab
1 Baño
31 m²
Arboleda Campestre, Apartamento En Venta En Comuna 8, Villavicencio

Conjunto cerrado de apartamentos, ubicado en Hacienda Rosablanca, frente al centro comercial Rosablanca. Torres de 11 pisos, 2 ascensores por torre, excelente vista. Este lugar es uno de los que genera mayor rentabilidad y valorización por su desarrollo urbanístico y su ubicación central y privilegiada, al tener cerca la reserva natural. *Los precios publicados están sujetos a cambios sin previo aviso por parte de la constructora.

Contactar
Llamar
Whatsapp",152338000,Apartamento,Villavicencio,Comuna 8,Meta,31,1,,1
